,ID,Date,Time,Qtr,Special Day,Online Sale Offers,Day of week,Gender,Customer ID,Product-Name,Item-Status,Quantity,Item Price,Shipping-Price,Ship-City,Ship-State,Ship-Postal-Code,Category,Total,Author,Publication,Profit %,Profit (INR),Cost Price
1454,1455,2019-04-07,06:46:00,2,0,0,7,F,B07FWWSQT,Bal RamKatha - TextBook in Hindi for Class - 6  - 645,Shipped,1,155.0,70.0,Mumbai,Maharashtra,400071,School,225.0,Ncert,National Council Of Education Research And Training (2014),18,27.9,127.1
1455,1456,2019-04-07,06:46:00,2,0,0,7,F,B07FWVAWW,Science Textbook for Class - 6  - 652,Shipped,1,91.0,70.0,Mumbai,Maharashtra,400071,School,161.0,Ncert,National Council Of Education Research And Training,18,16.38,74.62
1456,1457,2019-04-07,07:27:00,2,0,0,7,M,B07FWXTXV,Science Textbook for Class - 6  - 652,Shipped,1,91.0,90.0,Bolpur,West Bengal,731204,School,181.0,Ncert,National Council Of Education Research And Training,18,16.38,74.62
1457,1458,2019-04-07,07:54:00,2,0,0,7,M,B07FWWUTZ,Ruchira Bhag - 2 Sanskrit Textbook for Class - 7  - 755,Shipped,1,85.78,90.0,Greater Noida,Uttar Pradesh,201308,School,175.78,Ncert,National Council Of Education Research And Training,18,15.4404,70.3396
1458,1459,2019-04-07,08:49:00,2,0,0,7,M,B07FWXXRS,Science Textbook for Class - 6  - 652,Shipped,1,91.0,90.0,Soro,Odisha,756045,School,181.0,Ncert,National Council Of Education Research And Training,18,16.38,74.62
1459,1460,2019-04-07,09:28:00,2,0,0,7,F,B07FWWXYS,Ruchira Bhag - 2 Sanskrit Textbook for Class - 7  - 755,Shipped,1,85.78,90.0,Anand,Gujarat,388001,School,175.78,Ncert,National Council Of Education Research And Training,18,15.4404,70.3396
1460,1461,2019-04-07,09:32:00,2,0,0,7,M,B07FWYXZW,Science Textbook for Class - 6  - 652,Shipped,1,91.0,90.0,Bidhan Nagar,West Bengal,700098,School,181.0,Ncert,National Council Of Education Research And Training,18,16.38,74.62
1461,1462,2019-04-07,10:25:00,2,0,0,7,M,B07FWYXTT,Science Textbook for Class - 6  - 652,Shipped,1,91.0,90.0,Ghaziabad,Uttar Pradesh,201012,School,181.0,Ncert,National Council Of Education Research And Training,18,16.38,74.62
1462,1463,2019-04-07,10:43:00,2,0,0,7,F,B07FWVWYW,Science Textbook for Class - 6  - 652,Shipped,2,182.0,140.0,Bhind,Madhya Pradesh,477001,School,322.0,Ncert,National Council Of Education Research And Training,18,32.76,149.24
1463,1464,2019-04-07,11:41:00,2,0,0,7,M,B07FWYSXZ,Science Textbook for Class - 6  - 652,Shipped,1,91.0,90.0,Gurugram,Haryana,122002,School,181.0,Ncert,National Council Of Education Research And Training,18,16.38,74.62
1464,1465,2019-04-07,11:49:00,2,0,0,7,F,B07FWVUUX,Science Textbook for Class - 6  - 652,Shipped,1,91.0,90.0,Bhubaneswar,Odisha,751030,School,181.0,Ncert,National Council Of Education Research And Training,18,16.38,74.62
1465,1466,2019-04-07,11:51:00,2,0,0,7,M,B07FWVVZT,Science Textbook for Class - 6  - 652,Shipped,1,91.0,90.0,Jaipur,Rajasthan,302017,School,181.0,Ncert,National Council Of Education Research And Training,18,16.38,74.62
1466,1467,2019-04-07,12:34:00,2,0,0,7,F,B07FWWTRU,Ruchira Bhag - 2 Sanskrit Textbook for Class - 7  - 755,Shipped,1,85.78,90.0,Lucknow,Uttar Pradesh,226022,School,175.78,Ncert,National Council Of Education Research And Training,18,15.4404,70.3396
1467,1468,2019-04-07,12:38:00,2,0,0,7,F,B07FWYYXQ,Vasant Bhaag - 1 Textbook in Hindi for Class - 6  - 644,Shipped,1,108.0,70.0,Khambhat,Gujarat,388620,School,178.0,Ncert,National Council Of Education Research And Training,18,19.44,88.56
1468,1469,2019-04-07,12:38:00,2,0,0,7,F,B07FWWSQV,Science Textbook for Class - 6  - 652,Shipped,1,91.0,70.0,Khambhat,Gujarat,388620,School,161.0,Ncert,National Council Of Education Research And Training,18,16.38,74.62
1469,1470,2019-04-07,12:45:00,2,0,0,7,F,B07FWWWVR,Bal RamKatha - TextBook in Hindi for Class - 6  - 645,Shipped,1,155.0,70.0,Bengaluru,Karnataka,560048,School,225.0,Ncert,National Council Of Education Research And Training (2014),18,27.9,127.1
1470,1471,2019-04-07,12:45:00,2,0,0,7,F,B07FWVWZQ,Vasant Bhaag - 1 Textbook in Hindi for Class - 6  - 644,Shipped,1,108.0,70.0,Mumbai,Maharashtra,400103,School,178.0,Ncert,National Council Of Education Research And Training,18,19.44,88.56
1471,1472,2019-04-07,12:46:00,2,0,0,7,M,B07FWYZWX,Bal RamKatha - TextBook in Hindi for Class - 6  - 645,Shipped,2,310.0,113.33,Hyderabad,Telangana,500047,School,423.33,Ncert,National Council Of Education Research And Training (2014),18,55.8,254.2
1472,1473,2019-04-07,12:46:00,2,0,0,7,F,B07FWWSSS,Vasant Bhaag - 1 Textbook in Hindi for Class - 6  - 644,Shipped,2,216.0,113.33,Hyderabad,Telangana,500047,School,329.33,Ncert,National Council Of Education Research And Training,18,38.88,177.12
1473,1474,2019-04-07,12:46:00,2,0,0,7,M,B07FWWTUU,Science Textbook for Class - 6  - 652,Shipped,2,182.0,113.34,Bellare,Karnataka,574212,School,295.34,Ncert,National Council Of Education Research And Training,18,32.76,149.24
1474,1475,2019-04-07,12:58:00,2,0,0,7,F,B07FWXUTW,Science Textbook for Class - 6  - 652,Shipped,1,91.0,90.0,Cuttack,Odisha,753004,School,181.0,Ncert,National Council Of Education Research And Training,18,16.38,74.62
1475,1476,2019-04-07,13:55:00,2,0,0,7,M,B07FWVVVR,Science Textbook for Class - 6  - 652,Shipped,1,91.0,90.0,Bilimora,Gujarat,396380,School,181.0,Ncert,National Council Of Education Research And Training,18,16.38,74.62
1476,1477,2019-04-07,14:24:00,2,0,0,7,M,B07FWWYTR,Science Textbook for Class - 6  - 652,Shipped,1,91.0,90.0,Gurugram,Haryana,122011,School,181.0,Ncert,National Council Of Education Research And Training,18,16.38,74.62
1477,1478,2019-04-07,15:00:00,2,0,0,7,F,B07FWWUUW,Bal RamKatha - TextBook in Hindi for Class - 6  - 645,Shipped,1,155.0,70.0,Ghaziabad,Uttar Pradesh,201013,School,225.0,Ncert,National Council Of Education Research And Training (2014),18,27.9,127.1
1478,1479,2019-04-07,15:00:00,2,0,0,7,F,B07FWYBZX,Science Textbook for Class - 6  - 652,Shipped,1,91.0,70.0,Ghaziabad,Uttar Pradesh,201013,School,161.0,Ncert,National Council Of Education Research And Training,18,16.38,74.62
1479,1480,2019-04-07,15:20:00,2,0,0,7,M,B07FWXTWS,Science Textbook for Class - 6  - 652,Shipped,1,91.0,90.0,Greater Noida,Uttar Pradesh,201312,School,181.0,Ncert,National Council Of Education Research And Training,18,16.38,74.62
1480,1481,2019-04-07,15:20:00,2,0,0,7,F,B07FWXUUW,Ruchira Bhag - 2 Sanskrit Textbook for Class - 7  - 755,Shipped,2,171.56,140.0,Ahmedabad,Gujarat,382418,School,311.56,Ncert,National Council Of Education Research And Training,18,30.8808,140.6792
1481,1482,2019-04-07,15:43:00,2,0,0,7,M,B07FWYTUV,Science Textbook for Class - 6  - 652,Shipped,1,91.0,90.0,Gandhinagar,Gujarat,382007,School,181.0,Ncert,National Council Of Education Research And Training,18,16.38,74.62
1482,1483,2019-04-07,15:46:00,2,0,0,7,F,B07FWWYYS,Bal RamKatha - TextBook in Hindi for Class - 6  - 645,Shipped,2,310.0,140.0,Mumbai,Maharashtra,400089,School,450.0,Ncert,National Council Of Education Research And Training (2014),18,55.8,254.2
1483,1484,2019-04-07,16:00:00,2,0,0,7,M,B07FWVYYT,Vasant Bhaag - 1 Textbook in Hindi for Class - 6  - 644,Shipped,1,108.0,70.0,Mumbai,Maharashtra,400089,School,178.0,Ncert,National Council Of Education Research And Training,18,19.44,88.56
1484,1485,2019-04-07,16:00:00,2,0,0,7,F,B07FWVXST,Bal RamKatha - TextBook in Hindi for Class - 6  - 645,Shipped,1,155.0,70.0,Mumbai,Maharashtra,400089,School,225.0,Ncert,National Council Of Education Research And Training (2014),18,27.9,127.1
1485,1486,2019-04-07,16:19:00,2,0,0,7,F,B07FWXSRU,Social Change and Development in India Textbook in Sociology for Class 12  - 12109,Shipped,1,157.0,90.0,Agartala,Tripura,799004,School,247.0,Ncert,National Council Of Education Research And Training,18,28.26,128.74
1486,1487,2019-04-07,16:23:00,2,0,0,7,M,B07FWVAWS,Science Textbook for Class - 6  - 652,Shipped,1,91.0,90.0,Jhajjar,Haryana,124507,School,181.0,Ncert,National Council Of Education Research And Training,18,16.38,74.62
1487,1488,2019-04-07,16:43:00,2,0,0,7,F,B07FWYSWU,Science Textbook for Class - 6  - 652,Shipped,1,91.0,90.0,Gurugram,Haryana,122018,School,181.0,Ncert,National Council Of Education Research And Training,18,16.38,74.62
1488,1489,2019-04-07,16:51:00,2,0,0,7,M,B07FWYXVW,Science Textbook for Class - 6  - 652,Shipped,1,91.0,90.0,Rishikesh,Uttarakhand,249201,School,181.0,Ncert,National Council Of Education Research And Training,18,16.38,74.62
1489,1490,2019-04-08,01:35:00,2,0,0,1,M,B07FWVXSZ,Science Textbook for Class - 6  - 652,Shipped,2,182.0,140.0,New Delhi,Delhi,110085,School,322.0,Ncert,National Council Of Education Research And Training,18,32.76,149.24
1490,1491,2019-04-08,04:11:00,2,0,0,1,M,B07FWXZYV,Science Textbook for Class - 6  - 652,Shipped,1,91.0,90.0,Gwalior,Madhya Pradesh,474001,School,181.0,Ncert,National Council Of Education Research And Training,18,16.38,74.62
1491,1492,2019-04-08,04:56:00,2,0,0,1,F,B07FWXTXR,Science Textbook for Class - 6  - 652,Shipped,1,91.0,90.0,Dehradun,Uttarakhand,248001,School,181.0,Ncert,National Council Of Education Research And Training,18,16.38,74.62
1492,1493,2019-04-08,05:55:00,2,0,0,1,M,B07FWWBRW,Science Textbook for Class - 6  - 652,Shipped,1,91.0,90.0,Hyderabad,Telangana,502319,School,181.0,Ncert,National Council Of Education Research And Training,18,16.38,74.62
1493,1494,2019-04-08,06:39:00,2,0,0,1,M,B07FWVYUU,Vasant Bhaag - 1 Textbook in Hindi for Class - 6  - 644,Shipped,1,108.0,70.0,Mundra,Gujarat,370421,School,178.0,Ncert,National Council Of Education Research And Training,18,19.44,88.56
1494,1495,2019-04-08,06:39:00,2,0,0,1,F,B07FWWZZS,Bal RamKatha - TextBook in Hindi for Class - 6  - 645,Shipped,1,155.0,70.0,Lucknow,Uttar Pradesh,226016,School,225.0,Ncert,National Council Of Education Research And Training (2014),18,27.9,127.1
1495,1496,2019-04-08,06:42:00,2,0,0,1,M,B07FWWVZQ,Vasant Bhaag - 1 Textbook in Hindi for Class - 6  - 644,Shipped,2,216.0,120.0,Mumbai,Maharashtra,400022,School,336.0,Ncert,National Council Of Education Research And Training,18,38.88,177.12
1496,1497,2019-04-08,06:42:00,2,0,0,1,M,B07FWVYUV,Bal RamKatha - TextBook in Hindi for Class - 6  - 645,Shipped,2,310.0,120.0,Mumbai,Maharashtra,400022,School,430.0,Ncert,National Council Of Education Research And Training (2014),18,55.8,254.2
1497,1498,2019-04-08,09:05:00,2,0,0,1,M,B07FWXVUV,Science Textbook for Class - 6  - 652,Shipped,1,91.0,90.0,Kolkata,West Bengal,700089,School,181.0,Ncert,National Council Of Education Research And Training,18,16.38,74.62
1498,1499,2019-04-08,09:32:00,2,0,0,1,F,B07FWVWYS,Science Textbook for Class - 6  - 652,Shipped,1,91.0,90.0,Greater Noida,Uttar Pradesh,201306,School,181.0,Ncert,National Council Of Education Research And Training,18,16.38,74.62
1499,1500,2019-04-08,10:22:00,2,0,0,1,M,B07FWWBZV,Science Textbook for Class - 6  - 652,Shipped,1,91.0,90.0,Chandigarh,Chandigarh,160047,School,181.0,Ncert,National Council Of Education Research And Training,18,16.38,74.62
1500,1501,2019-04-08,10:23:00,2,0,0,1,F,B07FWWUSQ,Science Textbook for Class - 6  - 652,Shipped,1,91.0,90.0,Noida,Uttar Pradesh,201301,School,181.0,Ncert,National Council Of Education Research And Training,18,16.38,74.62
1501,1502,2019-04-08,10:39:00,2,0,0,1,F,B07FWVAYW,Vasant Bhaag - 1 Textbook in Hindi for Class - 6  - 644,Shipped,1,108.0,90.0,Patna,Bihar,800014,School,198.0,Ncert,National Council Of Education Research And Training,18,19.44,88.56
1502,1503,2019-04-08,10:40:00,2,0,0,1,M,B07FWYUVU,Science Textbook for Class - 6  - 652,Shipped,1,91.0,90.0,Patiala,Punjab,147001,School,181.0,Ncert,National Council Of Education Research And Training,18,16.38,74.62
1503,1504,2019-04-08,13:04:00,2,0,0,1,F,B07FWVXQT,Science Textbook for Class - 6  - 652,Shipped,1,91.0,63.33,Chennai,Tamil Nadu,600044,School,154.33,Ncert,National Council Of Education Research And Training,18,16.38,74.62
1504,1505,2019-04-08,13:04:00,2,0,0,1,F,B07FWXVWS,Bal RamKatha - TextBook in Hindi for Class - 6  - 645,Shipped,1,155.0,63.34,Bengaluru,Karnataka,560043,School,218.34,Ncert,National Council Of Education Research And Training (2014),18,27.9,127.1
1505,1506,2019-04-08,13:04:00,2,0,0,1,M,B07FWXZVU,Vasant Bhaag - 1 Textbook in Hindi for Class - 6  - 644,Shipped,1,108.0,63.33,Bengaluru,Karnataka,560043,School,171.33,Ncert,National Council Of Education Research And Training,18,19.44,88.56
1506,1507,2019-04-08,13:55:00,2,0,0,1,M,B07FWWUWT,Science Textbook for Class - 6  - 652,Shipped,1,91.0,90.0,Port Blair,Andaman & Nicobar Islands,744103,School,181.0,Ncert,National Council Of Education Research And Training,18,16.38,74.62
1507,1508,2019-04-08,14:06:00,2,0,0,1,M,B07FWWVRT,Ruchira Bhag - 1 Sanskrit Textbook for Class - 6  - 649,Shipped,1,97.0,90.0,Bengaluru,Karnataka,560017,School,187.0,Ncert,National Council Of Education Research And Training,18,17.46,79.54
1508,1509,2019-04-08,14:13:00,2,0,0,1,M,B07FWVVSX,Science Textbook for Class - 6  - 652,Shipped,1,91.0,90.0,Kolkata,West Bengal,700030,School,181.0,Ncert,National Council Of Education Research And Training,18,16.38,74.62
1509,1510,2019-04-08,14:23:00,2,0,0,1,M,B07FWVBQV,Science Textbook for Class - 6  - 652,Shipped,1,91.0,90.0,Gurgaon,Haryana,122018,School,181.0,Ncert,National Council Of Education Research And Training,18,16.38,74.62
1510,1511,2019-04-08,15:18:00,2,0,0,1,F,B07FWWBSZ,Bal RamKatha - TextBook in Hindi for Class - 6  - 645,Shipped,1,155.0,90.0,Lucknow,Uttar Pradesh,226012,School,245.0,Ncert,National Council Of Education Research And Training (2014),18,27.9,127.1
1511,1512,2019-04-09,23:12:00,2,0,0,2,F,B07FWVBSZ,Science Textbook for Class - 6  - 652,Shipped,1,91.0,90.0,Ahmedabad,Gujarat,382210,School,181.0,Ncert,National Council Of Education Research And Training,18,16.38,74.62
1512,1513,2019-04-10,10:10:00,2,0,0,3,F,B07FWWATV,Social Change and Development in India Textbook in Sociology for Class 12  - 12109,Shipped,1,157.0,90.0,Asansol,West Bengal,713304,School,247.0,Ncert,National Council Of Education Research And Training,18,28.26,128.74
1513,1514,2019-04-10,10:16:00,2,0,0,3,M,B07FWYASX,Bal RamKatha - TextBook in Hindi for Class - 6  - 645,Shipped,1,155.0,90.0,Guwahati,Assam,781029,School,245.0,Ncert,National Council Of Education Research And Training (2014),18,27.9,127.1
1514,1515,2019-04-10,11:39:00,2,0,0,3,F,B07FWVZZT,Ruchira Bhag - 2 Sanskrit Textbook for Class - 7  - 755,Shipped,1,85.78,90.0,Baidyabati,West Bengal,712222,School,175.78,Ncert,National Council Of Education Research And Training,18,15.4404,70.3396
1515,1516,2019-04-10,12:40:00,2,0,0,3,M,B07FWWTQX,Vasant Bhaag - 1 Textbook in Hindi for Class - 6  - 644,Shipped,1,108.0,90.0,Gurugram,Haryana,122018,School,198.0,Ncert,National Council Of Education Research And Training,18,19.44,88.56
1516,1517,2019-04-10,12:45:00,2,0,0,3,F,B07FWXAZS,Social Change and Development in India Textbook in Sociology for Class 12  - 12109,Shipped,1,157.0,90.0,Ambala City,Haryana,134003,School,247.0,Ncert,National Council Of Education Research And Training,18,28.26,128.74
1517,1518,2019-04-10,13:20:00,2,0,0,3,F,B07FWYVVT,Ruchira Bhag - 2 Sanskrit Textbook for Class - 7  - 755,Shipped,1,85.78,90.0,Pune,Maharashtra,411013,School,175.78,Ncert,National Council Of Education Research And Training,18,15.4404,70.3396
1518,1519,2019-04-10,15:17:00,2,0,0,3,M,B07FWYTXS,Ruchira Bhag - 1 Sanskrit Textbook for Class - 6  - 649,Shipped,1,97.0,90.0,Noida,Uttar Pradesh,201301,School,187.0,Ncert,National Council Of Education Research And Training,18,17.46,79.54
1519,1520,2019-04-10,16:46:00,2,0,0,3,F,B07FWWYTW,Bal RamKatha - TextBook in Hindi for Class - 6  - 645,Shipped,1,155.0,70.0,Bengaluru,Karnataka,560093,School,225.0,Ncert,National Council Of Education Research And Training (2014),18,27.9,127.1
1520,1521,2019-04-10,16:46:00,2,0,0,3,M,B07FWYWVU,Vasant Bhaag - 1 Textbook in Hindi for Class - 6  - 644,Shipped,1,108.0,70.0,Bengaluru,Karnataka,560093,School,178.0,Ncert,National Council Of Education Research And Training,18,19.44,88.56
1521,1522,2019-04-10,17:17:00,2,0,0,3,M,B07FWVXYQ,Ruchira Bhag - 2 Sanskrit Textbook for Class - 7  - 755,Shipped,1,85.78,90.0,Lucknow,Uttar Pradesh,226025,School,175.78,Ncert,National Council Of Education Research And Training,18,15.4404,70.3396
1522,1523,2019-04-10,17:26:00,2,0,0,3,M,B07FWVVYW,Ruchira Bhag - 1 Sanskrit Textbook for Class - 6  - 649,Shipped,1,97.0,90.0,Noida,Uttar Pradesh,201303,School,187.0,Ncert,National Council Of Education Research And Training,18,17.46,79.54
1523,1524,2019-04-11,02:26:00,2,0,0,4,M,B07FWWWYZ,Vasant Bhaag - 1 Textbook in Hindi for Class - 6  - 644,Shipped,1,108.0,90.0,Bangalore,Karnataka,560037,School,198.0,Ncert,National Council Of Education Research And Training,18,19.44,88.56
1524,1525,2019-04-11,02:55:00,2,0,0,4,F,B07FWXZZW,Ruchira Bhag - 2 Sanskrit Textbook for Class - 7  - 755,Shipped,1,85.78,90.0,Jamkhandi,Karnataka,587301,School,175.78,Ncert,National Council Of Education Research And Training,18,15.4404,70.3396
1525,1526,2019-04-11,04:30:00,2,0,0,4,M,B07FWVVTU,Bal RamKatha - TextBook in Hindi for Class - 6  - 645,Shipped,1,155.0,90.0,New Delhi,Delhi,110027,School,245.0,Ncert,National Council Of Education Research And Training (2014),18,27.9,127.1
1526,1527,2019-04-11,07:24:00,2,0,0,4,F,B07FWYYTR,Ordinary and Partial Differential Equations,Shipped,1,899.0,190.0,Chennai,Tamil Nadu,600037,College,1089.0, M.D. Raisinghania,S. Chand Publishing,13,116.87,782.13
1527,1528,2019-04-11,13:55:00,2,0,0,4,M,B07FWVXVX,Ordinary and Partial Differential Equations,Shipped,1,899.0,190.0,New Delhi,Delhi,110060,College,1089.0, M.D. Raisinghania,S. Chand Publishing,13,116.87,782.13
1528,1529,2019-04-11,14:41:00,2,0,0,4,F,B07FWVYXW,Science Textbook for Class - 6  - 652,Shipped,1,91.0,90.0,Mohali,Punjab,160062,School,181.0,Ncert,National Council Of Education Research And Training,18,16.38,74.62
1529,1530,2019-04-11,14:56:00,2,0,0,4,M,B07FWYWWW,Science Textbook for Class - 6  - 652,Shipped,1,91.0,90.0,Kolkata,West Bengal,700103,School,181.0,Ncert,National Council Of Education Research And Training,18,16.38,74.62
1530,1531,2019-04-12,05:54:00,2,0,0,5,F,B07FWXXTZ,Ruchira Bhag - 2 Sanskrit Textbook for Class - 7  - 755,Shipped,1,85.78,90.0,Guwahati,Assam,781001,School,175.78,Ncert,National Council Of Education Research And Training,18,15.4404,70.3396
1531,1532,2019-04-12,14:37:00,2,0,0,5,F,B07FWYTUS,Ruchira Bhag - 1 Sanskrit Textbook for Class - 6  - 649,Shipped,1,97.0,70.0,Darbhanga,Bihar,846004,School,167.0,Ncert,National Council Of Education Research And Training,18,17.46,79.54
1532,1533,2019-04-12,14:37:00,2,0,0,5,F,B07FWYUXY,Vasant Bhaag - 1 Textbook in Hindi for Class - 6  - 644,Shipped,1,108.0,70.0,Darbhanga,Bihar,846004,School,178.0,Ncert,National Council Of Education Research And Training,18,19.44,88.56
1533,1534,2019-04-12,17:50:00,2,0,0,5,M,B07FWVVQR,Science Textbook for Class - 6  - 652,Shipped,1,91.0,70.0,Lucknow,Uttar Pradesh,226021,School,161.0,Ncert,National Council Of Education Research And Training,18,16.38,74.62
1534,1535,2019-04-12,17:50:00,2,0,0,5,F,B07FWXTYS,Vasant Bhaag - 1 Textbook in Hindi for Class - 6  - 644,Shipped,1,108.0,70.0,Hyderabad,Telangana,500050,School,178.0,Ncert,National Council Of Education Research And Training,18,19.44,88.56
1535,1536,2019-04-13,07:44:00,2,0,0,6,F,B07FWVVUV,Vasant Bhaag - 1 Textbook in Hindi for Class - 6  - 644,Shipped,1,108.0,90.0,Ahmedabad,Gujarat,380008,School,198.0,Ncert,National Council Of Education Research And Training,18,19.44,88.56
1536,1537,2019-04-13,09:42:00,2,0,0,6,F,B07FWYVRT,Indian Constitution At Work Textbook in Political Science for Class - 11  - 11102,Shipped,1,198.0,90.0,Tumakuru,Karnataka,572102,School,288.0,Ncert,National Council Of Education Research And Training,18,35.64,162.36
1537,1538,2019-04-13,11:11:00,2,0,0,6,M,B07FWWZUS,Ordinary and Partial Differential Equations,Shipped,1,899.0,190.0,Visakhapatnam,Andhra Pradesh,531163,College,1089.0, M.D. Raisinghania,S. Chand Publishing,13,116.87,782.13
1538,1539,2019-04-13,11:48:00,2,0,0,6,F,B07FWVVVQ,Bal RamKatha - TextBook in Hindi for Class - 6  - 645,Shipped,1,155.0,90.0,New Delhi,Delhi,110047,School,245.0,Ncert,National Council Of Education Research And Training (2014),18,27.9,127.1
1539,1540,2019-04-13,19:31:00,2,0,0,6,M,B07FWXBTY,Science Textbook for Class - 6  - 652,Shipped,1,91.0,90.0,Gurgaon,Haryana,122003,School,181.0,Ncert,National Council Of Education Research And Training,18,16.38,74.62
1540,1541,2019-04-13,20:18:00,2,0,0,6,M,B07FWVWVU,Ordinary and Partial Differential Equations,Shipped,1,899.0,190.0,Thiruvananthapuram,Kerala,695547,College,1089.0, M.D. Raisinghania,S. Chand Publishing,13,116.87,782.13
1541,1542,2019-04-14,00:33:00,2,0,0,7,F,B07FWYVUS,Social Change and Development in India Textbook in Sociology for Class 12  - 12109,Shipped,2,314.0,140.0,Bhubaneswar,Odisha,751003,School,454.0,Ncert,National Council Of Education Research And Training,18,56.52,257.48
1542,1543,2019-04-14,05:07:00,2,0,0,7,F,B07FWYURW,Science Textbook for Class - 6  - 652,Shipped,1,91.0,90.0,Vapi,Gujarat,396191,School,181.0,Ncert,National Council Of Education Research And Training,18,16.38,74.62
1543,1544,2019-04-14,08:28:00,2,0,0,7,F,B07FWXWXT,Indian Constitution At Work Textbook in Political Science for Class - 11  - 11102,Shipped,1,198.0,90.0,Varanasi,Uttar Pradesh,221007,School,288.0,Ncert,National Council Of Education Research And Training,18,35.64,162.36
1544,1545,2019-04-14,09:49:00,2,0,0,7,F,B07FWVZWR,Ruchira Bhag - 2 Sanskrit Textbook for Class - 7  - 755,Shipped,1,85.78,90.0,Bengaluru,Karnataka,560098,School,175.78,Ncert,National Council Of Education Research And Training,18,15.4404,70.3396
1545,1546,2019-04-14,10:34:00,2,0,0,7,M,B07FWWYTY,Bal RamKatha - TextBook in Hindi for Class - 6  - 645,Shipped,1,155.0,90.0,New Delhi,Delhi,110025,School,245.0,Ncert,National Council Of Education Research And Training (2014),18,27.9,127.1
1546,1547,2019-04-14,11:57:00,2,0,0,7,F,B07FWYSQU,Indian Constitution At Work Textbook in Political Science for Class - 11  - 11102,Shipped,1,198.0,90.0,Navi Mumbai,Maharashtra,400708,School,288.0,Ncert,National Council Of Education Research And Training,18,35.64,162.36
1547,1548,2019-04-14,12:29:00,2,0,0,7,M,B07FWWTRV,Indian Constitution At Work Textbook in Political Science for Class - 11  - 11102,Shipped,1,198.0,90.0,Chhatarpur,Madhya Pradesh,471001,School,288.0,Ncert,National Council Of Education Research And Training,18,35.64,162.36
1548,1549,2019-04-14,12:39:00,2,0,0,7,M,B07FWWXSZ,Indian Constitution At Work Textbook in Political Science for Class - 11  - 11102,Shipped,1,198.0,90.0,Thiruvananthapuram,Kerala,695024,School,288.0,Ncert,National Council Of Education Research And Training,18,35.64,162.36
1549,1550,2019-04-14,13:35:00,2,0,0,7,M,B07FWXARS,Bal RamKatha - TextBook in Hindi for Class - 6  - 645,Shipped,1,155.0,90.0,New Delhi,Delhi,110009,School,245.0,Ncert,National Council Of Education Research And Training (2014),18,27.9,127.1
1550,1551,2019-04-15,02:57:00,2,0,0,1,M,B07FWYXSY,Indian Constitution At Work Textbook in Political Science for Class - 11  - 11102,Shipped,1,198.0,90.0,Shimla,Himachal Pradesh,171009,School,288.0,Ncert,National Council Of Education Research And Training,18,35.64,162.36
1551,1552,2019-04-15,06:52:00,2,0,0,1,M,B07FWVBRT,Indian Constitution At Work Textbook in Political Science for Class - 11  - 11102,Shipped,1,198.0,90.0,Bhatpara,West Bengal,743128,School,288.0,Ncert,National Council Of Education Research And Training,18,35.64,162.36
1552,1553,2019-04-15,07:42:00,2,0,0,1,M,B07FWWAXY,Bal RamKatha - TextBook in Hindi for Class - 6  - 645,Shipped,1,155.0,90.0,Bengaluru,Karnataka,560012,School,245.0,Ncert,National Council Of Education Research And Training (2014),18,27.9,127.1
1553,1554,2019-04-15,12:11:00,2,0,0,1,M,B07FWXVQW,Indian Constitution At Work Textbook in Political Science for Class - 11  - 11102,Shipped,3,594.0,190.0,Bahraich,Uttar Pradesh,271801,School,784.0,Ncert,National Council Of Education Research And Training,18,106.92,487.08
1554,1555,2019-04-15,13:37:00,2,0,0,1,M,B07FWYZSU,Ordinary and Partial Differential Equations,Shipped,1,899.0,190.0,Thiruvananthapuram,Kerala,695547,College,1089.0, M.D. Raisinghania,S. Chand Publishing,13,116.87,782.13
1555,1556,2019-04-15,15:14:00,2,0,0,1,F,B07FWWARQ,Fundamentals of Physical Geography - Textbook for Class - 11  - 11092,Shipped,1,111.0,90.0,Almora,Uttarakhand,263601,School,201.0,Ncert,National Council Of Education Research And Training,18,19.98,91.02
1556,1557,2019-04-15,15:51:00,2,0,0,1,M,B07FWVYRT,Ordinary and Partial Differential Equations,Shipped,1,899.0,190.0,Bosari Pune,Maharashtra,411026,College,1089.0, M.D. Raisinghania,S. Chand Publishing,13,116.87,782.13
1557,1558,2019-04-15,17:56:00,2,0,0,1,F,B07FWXZQY,Ordinary and Partial Differential Equations,Shipped,1,899.0,190.0,Bengaluru,Karnataka,560093,College,1089.0, M.D. Raisinghania,S. Chand Publishing,13,116.87,782.13
1558,1559,2019-04-15,18:17:00,2,0,0,1,F,B07FWWWTU,Fundamentals of Physical Geography - Textbook for Class - 11  - 11092,Shipped,1,111.0,90.0,Ahmedabad,Gujarat,382424,School,201.0,Ncert,National Council Of Education Research And Training,18,19.98,91.02
1559,1560,2019-04-16,01:28:00,2,0,0,2,F,B07FWYWZT,Fundamentals of Physical Geography - Textbook for Class - 11  - 11092,Shipped,1,111.0,90.0,Mumbai,Maharashtra,400101,School,201.0,Ncert,National Council Of Education Research And Training,18,19.98,91.02
1560,1561,2019-04-16,07:54:00,2,0,0,2,F,B07FWVZVZ,Fundamentals of Physical Geography - Textbook for Class - 11  - 11092,Shipped,1,111.0,90.0,Lucknow,Uttar Pradesh,226020,School,201.0,Ncert,National Council Of Education Research And Training,18,19.98,91.02
